Region,Site,Lat,Lon,coreNo,soilNo,bpCntr,bpMOE,rcybpCntr,rcybpMOE,event,subsidence,Uncertainty,source,quality,method
Oregon,Sixes River,42.85,124.538,Core J,9,4282,126,3849,22,T9,1.4,1,41,1,freshwater marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.85,124.538,Core J,10,5047.5,211.5,4362,51,T10,1.4,1,41,1,freshwater marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.85,124.538,Core BB,11,5320,261,4630,65,T10R1,0.6,0.5,41,1,diatoms > 0.5m. m ac; pm/m be (avg. of multiple cores)
Oregon,Sixes River,42.85,124.538,Core J,12,5971.5,211.5,5205,65,T11,0.45,0.6,41,1,m ac; pm/m be (avg. of multiple cores)
California,Humboldt Bay,40.911,124.125,Stump site 2,1,144.5,123.5,124,8,T1,1,0.5,"43,44,52",2,"Triglochin, m/pm ac; Spruce, p be (combination age of 4 youngest)"
California,Humboldt Bay,40.91,124.129,MRS-7,1,141,129,124,19,T1,1,0.5,"10,42,45",2,"Triglochin, m/pm ac; Spruce, p be"
California,Humboldt Bay,40.909,124.128,MRS-8,1,144,124,114,19,T1,1,0.5,45,2,"Triglochin, m/pm ac; Spruce, p be"
California,Humboldt Bay,40.905,124.129,MRS-C20,1,,,,,T1,1,0.5,45,3,"m/pm ac; Spruce, p be"
California,Humboldt Bay,40.897,124.137,MRS-C16,1,,,,,T1,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.889,124.138,MRS-C10,1,,,,,T1,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.889,124.138,,2,,,,,T3a,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.883,124.139,MRS-5,1,,,,,T1,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.883,124.139,,2,,,,,T3a,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.879,124.144,MRS-2,1,330,173,320,60,T1,0.8,0.6,45,3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.879,124.144,,2,1159,147,1270,70,T3a,0.9,0.6,45,3,m/pm ac; p/mp be (via -10 cm sd)
California,Humboldt Bay,40.879,124.144,,3,,,,,T4,0.85,0.6,45,3,"m/pm ac; Grindelia, p/mp be (via -5 cm sd)"
California,Humboldt Bay,40.876,124.143,MRS-1,1,,,,,T1,0.75,0.5,"43,45",2,"Mili. Fusca, m ac; Grindelia, Distichlis, p/mp be"
California,Humboldt Bay,40.876,124.143,,2,,,,,T3a,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.876,124.143,,3,,,,,T4,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.875,124.146,MRS-4,1,213,213,210,50,T1,0.9,0.8,44-46,2,"Triglochin, m ac; Grindelia, p/mp be"
California,Humboldt Bay,40.875,124.146,,2,,,,,T3a,0.9,0.8,"44,45",2,"Triglochin, m ac; Grindelia, p/mp be"
California,Humboldt Bay,40.875,124.146,,3,,,,,T4,0.45,0.4,"44,45",3,"pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.873,124.147,MRS-3,1,306,153,280,35,T1,0.7,0.5,"10,44,45",2,"Salicornia, Triglochin, Mili. Fusca (foram), rm ac; Grindelia, mp be"
California,Humboldt Bay,40.873,124.147,,2,,,,,T2,0.8,0.6,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.873,124.147,,3,1248,157,1360,70,T3a,0.9,0.8,"44,45",3,"m ac; Grindelia, p/mp be"
California,Humboldt Bay,40.873,124.147,,4,1214,141,1330,70,T4,0.45,0.4,"44,45",2,"Triglochin, pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.873,124.147,,5,1479,89,1600,40,T5,0.8,0.6,"45,46",3,m/pm ac; p/mp be
California,Humboldt Bay,40.867,124.149,MRS-6,1,,,,,T1,0.9,0.8,"44,45",1,"m, tf diatoms ac; p/mp, Im diatoms be"
California,Humboldt Bay,40.867,124.149,,2,,,,,T3a,0.9,0.8,"44,45",1,"Triglochin, m, tf diatoms ac; Grindelia, p/mp, Im diatoms be"
California,Humboldt Bay,40.867,124.149,,3,,,,,T4,0.45,0.4,"44,45",1,"pm, Im diatoms ac; Grindelia, p/mp, Im diatoms be"
California,Humboldt Bay,40.861,124.103,ARC-3,1,,,,,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.861,124.103,,2,,,,,T5,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.86,124.104,ARC-2,1,,,,,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.86,124.105,ARC-1,1,,,,,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.86,124.105,,2,,,,,T5,0.55,0.45,44,3,m ac; pm be
California,Humboldt Bay,40.859,124.107,ARC-0,1,,,,,T1,0.45,0.4,44,3,pm ac; p/mp be
California,Humboldt Bay,40.858,124.098,ARC-4,1,141,129,110,30,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.858,124.098,,2,1547,137,1630,40,T5,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.849,124.084,JAC-1,1,,,,,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.849,124.084,,2,,,,,T5,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.848,124.084,JAC-2,1,,,,,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.848,124.084,,2,1502.5,99.5,1610,40,T5,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.847,124.084,JAC-3,1,,,,,T1,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.847,124.084,,2,,,,,T5,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.847,124.083,JCD,1,154.5,154.5,220,30,T1,0.9,0.8,"10,46",3,"m ac; Grindelia, p be"
California,Humboldt Bay,40.847,124.083,,2,1555.5,138.5,1660,40,T5,0.8,0.6,46,3,"m/pm ac; Grindelia, p/mp be (via -45 cm sd - creek sed?)"
California,Humboldt Bay,40.813,124.15,DAB-1,1,,,,,T2,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.812,124.149,DAB-2,1,,,,,T2,0.9,0.8,44,3,m ac; p/mp be
California,Humboldt Bay,40.812,124.149,DAB-3,1,,,,,T2,0.45,0.4,44,3,pm ac; p/mp be
California,Humboldt Bay,40.807,124.138,Eureka SI. 1,1,1803,68,1870,20,T5a,0.8,0.6,46,3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.804,124.098,Fay-E,1,378.5,82.5,300,30,T1,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.802,124.151,Pay-C,1,1353,58,1460,,T5,1,0.5,46,3,"m/pm ac; tree roots, p be"
California,Humboldt Bay,40.802,124.151,ES-E,1,1185.5,103.5,1270,40,T3a,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.802,124.151,,3,3957.5,122.5,3620,40,T8a,0.8,0.6,46,3,m/pm ac; saltmarsh p/mp be
California,Humboldt Bay,40.802,124.151,,4,4188.5,101.5,3800,30,T9,0.5,0.4,46,3,saltmarsh p/mp ac; freshwater p be
California,Humboldt Bay,40.802,124.151,Pay-A,1,2533.5,178.5,2450,60,T6,0.9,0.6,46,3,m/pm ac; p/mp be (via - 10 cm sd)
California,Humboldt Bay,40.802,124.151,,2,2669,181,2600,60,T6a,0.8,0.6,46,3,"shells, m ac; p/mp be"
California,Humboldt Bay,40.802,124.151,,3,3352.5,92.5,3130,40,T7a,0.6,0.55,46,3,"m ac; Triglochin, p/mp be"
California,Humboldt Bay,40.802,124.138,Eureka SI. 2,1,213,213,130,100,T1,0.8,0.6,"10,46",3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.7,124.208,SB-A,1,1791,90,1850,40,T5a,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.7,124.208,,2,2542,177,2480,40,T6,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.7,124.208,,3,,,,,T6a,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.7,124.208,,4,3156,210,2980,80,T7a,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.689,124.223,Island,1,,,,,T1,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.685,124.215,,2,2542,179,2480,50,T6,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.685,124.215,,4,2891,171,2720,80,T6a,0.8,0.6,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.678,124.218,Two Islands,1,606,64,630,50,T2,0.8,0.6,"10,46",3,"m ac; Grindelia, mp be"
California,Humboldt Bay,40.678,124.218,,2,1115.5,141.5,1180,50,T3a,0.4,0.3,46,3,mp ac; p be
California,Humboldt Bay,40.675,124.222,Hookton5a/b,1,140.5,129.5,100,40,T1,0.8,0.6,47,3,m ac; mp/pm be (upper 20 cm of core missing)
California,Humboldt Bay,40.675,124.222,,3,1682,129,1750,40,T5,0.7,0.5,47,2,"tf diatoms, pm/slpm ac; Im diatoms, p/mp be (via 10 cm sd)"
California,Humboldt Bay,40.675,124.222,,4,2187.5,132.5,2170,40,T5b,0.6,0.5,47,3,"tf diatoms, m ac; pm be (via - 5cm sd)"
California,Humboldt Bay,40.675,124.221,Hookton49,1,,,,,T1,0.8,0.6,47,3,m ac; mp/pm be (via - 5 cm sd) (upper 20 cm of core missing)
California,Humboldt Bay,40.675,124.221,,3,1852,117,1920,40,T5a,0.55,0.45,47,3,m ac; pm be
California,Humboldt Bay,40.675,124.221,,4,,,,,T6,0.7,0.5,47,3,slpm ac; mp/pm be (via - 10 cm sd)
California,Humboldt Bay,40.675,124.22,Hookton47,1,,,,,T1,0.8,0.6,47,3,m ac; mp/pm be (upper 20 cm of core missing)
California,Humboldt Bay,40.675,124.22,,2,1612.5,88.5,1690,40,T5,0.75,0.5,47,3,slpm ac; mp/pm be (via - 15 cm sd)
California,Humboldt Bay,40.675,124.213,Hookton SI. Cp,1,143.5,139.5,147,20,T1,0.8,0.6,47,3,m/pm ac; p/mp be
California,Humboldt Bay,40.673,124.217,Hookton29,1,,,,,T1,0.8,0.6,47,3,m ac; mp/pm be (upper 20 cm of core missing)
California,Humboldt Bay,40.673,124.217,,4,1908.5,83.5,1960,40,T5a,0.5,0.4,47,3,pm ac; mp/pm be
California,Humboldt Bay,40.673,124.217,,5,2304.5,147.5,2310,,T6,0.6,0.5,47,3,slpm ac; mp/pm be (via - 5 cm sd)
California,Humboldt Bay,40.673,124.217,,4,,,,,T6,0.5,0.4,47,3,pm ac; mp/pm be (via - 5 cm sd)
California,Humboldt Bay,40.673,124.217,,4,2533.5,158.5,2380,40,T6,0.7,0.5,47,3,slpm ac; mp/pm be (via - 10 cm sd)
California,Humboldt Bay,40.672,124.212,,3,2246.5,94.5,2240,40,T5b,0.5,0.4,47,3,m ac; slpm be
California,Humboldt Bay,40.672,124.213,,2,1936.5,106.5,1990,40,T5a,0.35,0.3,47,3,slpm ac; pm be (via - 5 cm sd) (dated - 18 cm below contact)
California,Eel River,40.6,124.333,,4,1187,115,1290,60,T4,0.95,0.65,48,3,m ac; mp be
California,Eel River,40.6,124.331,ER-VC-06,1,800,119,860,70,T3,1.05,0.75,48,3,m ac; p be (upper -75 cm of core not recovered)
California,Eel River,40.6,124.331,,2,,,,,T4,0.95,0.65,48,3,m ac; mp be
California,Eel River,40.6,124.331,,3,,,,,T4a,0.55,0.45,48,3,pm ac; mp be
California,Eel River,40.6,124.331,,4,1851,138,1910,60,T5a,1.05,0.75,48,3,m ac; p be
California,Eel River,40.6,124.33,,3,785,125,810,70,T3,1.05,0.75,48,3,m ac; p bc
California,Eel River,40.6,124.33,,4,1421,121,1520,70,T4a,1,0.7,48,3,m ac; weak p bc
California,Eel River,40.6,124.328,,3,981,191,1050,80,T3,0.7,0.6,48,3,pm ac; p bc
California,Eel River,40.669,124.276,,2,1427.5,126.5,1530,70,T4a,0.95,0.65,48,3,m ac; mp bc
California,Eel River,40.668,124.272,,3,1919,189,1960,70,T5a,1,0.7,48,3,m ac; weak p bc
California,Eel River,40.669,124.27,ER-VC-18,1,1608,203,1680,80,T4a,1,0.7,48,3,m ac; weak p bc (upper ~75 cm of core not recovered)
